,city,state,county,Overall,Grocery,Health,Housing,Median Home Cost,Utilities,Transportation,Miscellaneous
2166,Centerville ,MA,,no data,no data,no data,no data,no data,no data,no data,no data
2167,Centerville ,PA,,no data,no data,no data,no data,no data,no data,no data,no data
2181,Central Valley ,NY,,no data,no data,no data,no data,no data,no data,no data,no data
2192,Ceresco ,MI,,no data,no data,no data,no data,no data,no data,no data,no data
2201,Chaffee ,NY,,no data,no data,no data,no data,no data,no data,no data,no data
2204,Chalk Hill ,PA,,no data,no data,no data,no data,no data,no data,no data,no data
2208,Champion ,PA,,no data,no data,no data,no data,no data,no data,no data,no data
2210,Chana ,IL,,no data,no data,no data,no data,no data,no data,no data,no data
2211,Chancellor ,AL,,no data,no data,no data,no data,no data,no data,no data,no data
2232,Chappells ,SC,,no data,no data,no data,no data,no data,no data,no data,no data
2233,Chaptico ,MD,,no data,no data,no data,no data,no data,no data,no data,no data
2246,Charlestown ,MA,,no data,no data,no data,no data,no data,no data,no data,no data
2257,Charlottesville ,IN,,no data,no data,no data,no data,no data,no data,no data,no data
2259,Charlton City ,MA,,no data,no data,no data,no data,no data,no data,no data,no data
2268,Chatsworth ,CA,,no data,no data,no data,no data,no data,no data,no data,no data
2270,Chatsworth ,IL,,no data,no data,no data,no data,no data,no data,no data,no data
2271,Chatsworth ,NJ,,no data,no data,no data,no data,no data,no data,no data,no data
2275,Chattaroy ,WA,,no data,no data,no data,no data,no data,no data,no data,no data
2285,Cheltenham ,MD,,no data,no data,no data,no data,no data,no data,no data,no data
2289,Chenango Forks ,NY,,no data,no data,no data,no data,no data,no data,no data,no data
2298,Cherry Point ,NC,,no data,no data,no data,no data,no data,no data,no data,no data
2301,Cherry Valley ,MA,,no data,no data,no data,no data,no data,no data,no data,no data
2322,Chester ,NY,,no data,no data,no data,no data,no data,no data,no data,no data
2328,Chester Springs ,PA,,no data,no data,no data,no data,no data,no data,no data,no data
2333,Chesterfield ,VA,,no data,no data,no data,no data,no data,no data,no data,no data
2338,Chestnut Hill ,MA,,no data,no data,no data,no data,no data,no data,no data,no data
2339,Chestnutridge ,MO,,no data,no data,no data,no data,no data,no data,no data,no data
2345,Cheyney ,PA,,no data,no data,no data,no data,no data,no data,no data,no data
2350,Chichester ,NY,,no data,no data,no data,no data,no data,no data,no data,no data
2366,China Village ,ME,,no data,no data,no data,no data,no data,no data,no data,no data
2370,Chinquapin ,NC,,no data,no data,no data,no data,no data,no data,no data,no data
2372,Chippewa Lake ,MI,,no data,no data,no data,no data,no data,no data,no data,no data
2389,Chuckey ,TN,,no data,no data,no data,no data,no data,no data,no data,no data
2396,Church Road ,VA,,no data,no data,no data,no data,no data,no data,no data,no data
2397,Churchton ,MD,,no data,no data,no data,no data,no data,no data,no data,no data
2402,Cicero ,IL,,no data,no data,no data,no data,no data,no data,no data,no data
2408,Circleville ,NY,,no data,no data,no data,no data,no data,no data,no data,no data
2411,Citra ,FL,,no data,no data,no data,no data,no data,no data,no data,no data
2414,Clackamas ,OR,,no data,no data,no data,no data,no data,no data,no data,no data
2419,Clare ,IL,,no data,no data,no data,no data,no data,no data,no data,no data
2425,Claremont ,SD,,no data,no data,no data,no data,no data,no data,no data,no data
2426,Claremore ,OK,,no data,no data,no data,no data,no data,no data,no data,no data
2436,Claridge ,PA,,no data,no data,no data,no data,no data,no data,no data,no data
2438,Clarington ,PA,,no data,no data,no data,no data,no data,no data,no data,no data
2448,Clarklake ,MI,,no data,no data,no data,no data,no data,no data,no data,no data
2452,Clarks Mills ,PA,,no data,no data,no data,no data,no data,no data,no data,no data
2453,Clarksboro ,NJ,,no data,no data,no data,no data,no data,no data,no data,no data
2461,Clarkston ,MI,,no data,no data,no data,no data,no data,no data,no data,no data
2465,Clarksville ,MD,,no data,no data,no data,no data,no data,no data,no data,no data
2470,Claryville ,NY,,no data,no data,no data,no data,no data,no data,no data,no data
2477,Clay Center ,OH,,no data,no data,no data,no data,no data,no data,no data,no data
2492,Clear Brook ,VA,,no data,no data,no data,no data,no data,no data,no data,no data
2493,Clear Creek ,IN,,no data,no data,no data,no data,no data,no data,no data,no data
2499,Clearfield ,KY,,no data,no data,no data,no data,no data,no data,no data,no data
2500,Clearfield ,PA,,no data,no data,no data,no data,no data,no data,no data,no data
2502,Clearview City ,KS,,no data,no data,no data,no data,no data,no data,no data,no data
2503,Clearville ,PA,,no data,no data,no data,no data,no data,no data,no data,no data
2508,Clearwater Beach ,FL,,no data,no data,no data,no data,no data,no data,no data,no data
2511,Clements ,MD,,no data,no data,no data,no data,no data,no data,no data,no data
2523,Cleveland ,SC,,no data,no data,no data,no data,no data,no data,no data,no data
2525,Cleveland ,WI,,no data,no data,no data,no data,no data,no data,no data,no data
2530,Cleverdale ,NY,,no data,no data,no data,no data,no data,no data,no data,no data
2535,Cliffwood ,NJ,,no data,no data,no data,no data,no data,no data,no data,no data
2548,Climax ,NC,,no data,no data,no data,no data,no data,no data,no data,no data
2563,Clinton ,NY,,no data,no data,no data,no data,no data,no data,no data,no data
2568,Clinton ,WI,,no data,no data,no data,no data,no data,no data,no data,no data
2569,Clinton Corners ,NY,,no data,no data,no data,no data,no data,no data,no data,no data
2570,Clinton Township ,MI,,no data,no data,no data,no data,no data,no data,no data,no data
2578,Cloutierville ,LA,,no data,no data,no data,no data,no data,no data,no data,no data
2593,Coal Township ,PA,,no data,no data,no data,no data,no data,no data,no data,no data
2600,Cobalt ,CT,,no data,no data,no data,no data,no data,no data,no data,no data
2601,Cobb ,GA,,no data,no data,no data,no data,no data,no data,no data,no data
2603,Cobbs Creek ,VA,,no data,no data,no data,no data,no data,no data,no data,no data
2612,Cocolamus ,PA,,no data,no data,no data,no data,no data,no data,no data,no data
2613,Coden ,AL,,no data,no data,no data,no data,no data,no data,no data,no data
2617,Coeur D Alene ,ID,,no data,no data,no data,no data,no data,no data,no data,no data
2619,Coeymans Hollow ,NY,,no data,no data,no data,no data,no data,no data,no data,no data
2623,Cogan Station ,PA,,no data,no data,no data,no data,no data,no data,no data,no data
2633,Colbert ,WA,,no data,no data,no data,no data,no data,no data,no data,no data
2650,Colerain ,OH,,no data,no data,no data,no data,no data,no data,no data,no data
2656,Colfax ,NC,,no data,no data,no data,no data,no data,no data,no data,no data
2658,Colgate ,WI,,no data,no data,no data,no data,no data,no data,no data,no data
2661,College Grove ,TN,,no data,no data,no data,no data,no data,no data,no data,no data
2664,College Point ,NY,,no data,no data,no data,no data,no data,no data,no data,no data
2669,Colliers ,WV,,no data,no data,no data,no data,no data,no data,no data,no data
2670,Colliersville ,NY,,no data,no data,no data,no data,no data,no data,no data,no data
2681,Collison ,IL,,no data,no data,no data,no data,no data,no data,no data,no data
2683,Colmar ,PA,,no data,no data,no data,no data,no data,no data,no data,no data
2686,Cologne ,NJ,,no data,no data,no data,no data,no data,no data,no data,no data
2695,Colora ,MD,,no data,no data,no data,no data,no data,no data,no data,no data
2700,Colton ,OR,,no data,no data,no data,no data,no data,no data,no data,no data
2702,Coltons Point ,MD,,no data,no data,no data,no data,no data,no data,no data,no data
2719,Columbia Station ,OH,,no data,no data,no data,no data,no data,no data,no data,no data
2725,Columbus ,MI,,no data,no data,no data,no data,no data,no data,no data,no data
2729,Columbus ,NJ,,no data,no data,no data,no data,no data,no data,no data,no data
2733,Columbus ,AR,,no data,no data,no data,no data,no data,no data,no data,no data
2743,Comfort ,NC,,no data,no data,no data,no data,no data,no data,no data,no data
2753,Commerce Township ,MI,,no data,no data,no data,no data,no data,no data,no data,no data
2758,Compton ,MD,,no data,no data,no data,no data,no data,no data,no data,no data
2767,Concordville ,PA,,no data,no data,no data,no data,no data,no data,no data,no data
2770,Conestee ,SC,,no data,no data,no data,no data,no data,no data,no data,no data
2779,Conklin ,MI,,no data,no data,no data,no data,no data,no data,no data,no data
2791,Conover ,OH,,no data,no data,no data,no data,no data,no data,no data,no data
2792,Conowingo ,MD,,no data,no data,no data,no data,no data,no data,no data,no data
2802,Convent Station ,NJ,,no data,no data,no data,no data,no data,no data,no data,no data
2806,Convoy ,IN,,no data,no data,no data,no data,no data,no data,no data,no data
2816,Cooksburg ,PA,,no data,no data,no data,no data,no data,no data,no data,no data
2817,Cookstown ,NJ,,no data,no data,no data,no data,no data,no data,no data,no data
2819,Cooksville ,MD,,no data,no data,no data,no data,no data,no data,no data,no data
2820,Cool Ridge ,WV,,no data,no data,no data,no data,no data,no data,no data,no data
2829,Coosawhatchie ,SC,,no data,no data,no data,no data,no data,no data,no data,no data
2837,Coral ,MI,,no data,no data,no data,no data,no data,no data,no data,no data
2842,Corbett ,OR,,no data,no data,no data,no data,no data,no data,no data,no data
2848,Cordova ,TN,,no data,no data,no data,no data,no data,no data,no data,no data
2849,Corea ,ME,,no data,no data,no data,no data,no data,no data,no data,no data
2865,Cornwall on Hudson ,NY,,no data,no data,no data,no data,no data,no data,no data,no data
2867,Corona ,NY,,no data,no data,no data,no data,no data,no data,no data,no data
2869,Corona del Mar ,CA,,no data,no data,no data,no data,no data,no data,no data,no data
2876,Corryton ,TN,,no data,no data,no data,no data,no data,no data,no data,no data
2880,Cortland ,IL,,no data,no data,no data,no data,no data,no data,no data,no data
2881,Cortland ,IN,,no data,no data,no data,no data,no data,no data,no data,no data
2885,Cortlandt Manor ,NY,,no data,no data,no data,no data,no data,no data,no data,no data
2898,Cottage Hills ,IL,,no data,no data,no data,no data,no data,no data,no data,no data
2899,Cottageville ,WV,,no data,no data,no data,no data,no data,no data,no data,no data
2906,Cotuit ,MA,,no data,no data,no data,no data,no data,no data,no data,no data
2909,Coulters ,PA,,no data,no data,no data,no data,no data,no data,no data,no data
2910,Counce ,TN,,no data,no data,no data,no data,no data,no data,no data,no data
2920,Covesville ,VA,,no data,no data,no data,no data,no data,no data,no data,no data
2926,Covington ,PA,,no data,no data,no data,no data,no data,no data,no data,no data
2929,Cowansville ,PA,,no data,no data,no data,no data,no data,no data,no data,no data
2933,Cowlesville ,NY,,no data,no data,no data,no data,no data,no data,no data,no data
2936,Coxs Creek ,KY,,no data,no data,no data,no data,no data,no data,no data,no data
2938,Coyote ,CA,,no data,no data,no data,no data,no data,no data,no data,no data
2945,Craigville ,IN,,no data,no data,no data,no data,no data,no data,no data,no data
2946,Craley ,PA,,no data,no data,no data,no data,no data,no data,no data,no data
2948,Cranberry ,PA,,no data,no data,no data,no data,no data,no data,no data,no data
2950,Cranberry Twp ,PA,,no data,no data,no data,no data,no data,no data,no data,no data
2955,Crane Hill ,AL,,no data,no data,no data,no data,no data,no data,no data,no data
2963,Cream Ridge ,NJ,,no data,no data,no data,no data,no data,no data,no data,no data
2964,Creamery ,PA,,no data,no data,no data,no data,no data,no data,no data,no data
2967,Creighton ,PA,,no data,no data,no data,no data,no data,no data,no data,no data
2986,Criders ,VA,,no data,no data,no data,no data,no data,no data,no data,no data
2998,Cropseyville ,NY,,no data,no data,no data,no data,no data,no data,no data,no data
2999,Cropwell ,AL,,no data,no data,no data,no data,no data,no data,no data,no data
3001,Crosby ,PA,,no data,no data,no data,no data,no data,no data,no data,no data
3004,Cross Junction ,VA,,no data,no data,no data,no data,no data,no data,no data,no data
3007,Cross River ,NY,,no data,no data,no data,no data,no data,no data,no data,no data
3011,Croton ,OH,,no data,no data,no data,no data,no data,no data,no data,no data
3012,Croton Falls ,NY,,no data,no data,no data,no data,no data,no data,no data,no data
3013,Croton on Hudson ,NY,,no data,no data,no data,no data,no data,no data,no data,no data
3023,Crozier ,VA,,no data,no data,no data,no data,no data,no data,no data,no data
3024,Crum Lynne ,PA,,no data,no data,no data,no data,no data,no data,no data,no data
3026,Crystal ,MI,,no data,no data,no data,no data,no data,no data,no data,no data
3027,Crystal Beach ,FL,,no data,no data,no data,no data,no data,no data,no data,no data
3032,Crystal Spring ,PA,,no data,no data,no data,no data,no data,no data,no data,no data
3038,Cuddebackville ,NY,,no data,no data,no data,no data,no data,no data,no data,no data
3039,Cuddy ,PA,,no data,no data,no data,no data,no data,no data,no data,no data
3052,Cumberland Center ,ME,,no data,no data,no data,no data,no data,no data,no data,no data
3053,Cumberland Foreside ,ME,,no data,no data,no data,no data,no data,no data,no data,no data
